urdu,roman_urdu
اس کنویں سے پانی نکالو، ابھی بھرا ہوا ہے,"iss kunwen se pani nikalo, abhi bhara hua hai"
اس کنویں کا پانی کبھی بہت میٹھا ہوا کرتا تھا,uss kunwen ka pani kabhi bohat meetha hua karta tha
اس باغیچے میں پھول لگاؤ، ابھی زمین تیار ہے,"iss bagichay mein phool lagao, abhi zameen tayyar hai"
اس باغیچے میں دادا نے درخت لگائے تھے کئی سال پہلے,uss bagichay mein dada ne darakht lagaye thay kayi saal pehle
اس کھیت میں بیج بوؤ، ابھی موسم اچھا ہے,"iss khet mein beej bowo, abhi mausam acha hai"
اس کھیت میں برسوں پہلے قحط پڑا تھا,uss khet mein barson pehle qehat para tha
اس درخت کے نیچے بیٹھو، ابھی سایہ گھنا ہے,"iss darakht ke neechay baitho, abhi saya ghana hai"
اس درخت کے نیچے ہم بچپن میں کھیلتے تھے,uss darakht ke neechay hum bachpan mein khelte thay
اس چٹان پر چڑھو، ابھی راستہ صاف ہے,"iss chattan par charho, abhi rasta saaf hai"
اس چٹان کے قریب کبھی ایک غار دریافت ہوئی تھی,uss chattan ke qareeb kabhi aik ghaar daryaft hui thi
اس وادی میں سفر کرو، ابھی موسم خوشگوار ہے,"iss wadi mein safar karo, abhi mausam khushgawar hai"
اس وادی میں صدیوں پہلے ایک تہذیب آباد تھی,uss wadi mein sadiyon pehle aik tahzeeb abaad thi
اس چشمے کا پانی پیو، ابھی صاف نکل رہا ہے,"iss chashmay ka pani peeyo, abhi saaf nikal raha hai"
اس چشمے کا پانی کبھی بیماریوں کا علاج سمجھا جاتا تھا,uss chashmay ka pani kabhi bimariyon ka ilaj samjha jata tha
اس تالاب میں مچھلیاں ڈالو، ابھی صاف کیا ہے,"iss talaab mein machliyan dalo, abhi saaf kiya hai"
اس تالاب میں کبھی بطخیں تیرا کرتی تھیں,uss talaab mein kabhi batkhein tairaa karti thein
اس سڑک پر گاڑی چلاؤ، ابھی مرمت ہوئی ہے,"iss sarak par gaari chalao, abhi marammat hui hai"
اس سڑک پر دس سال پہلے حادثہ ہوا تھا,uss sarak par das saal pehle hadsa hua tha
اس پل کے نیچے بیٹھو، ابھی پانی بہہ رہا ہے,"iss pul ke neechay baitho, abhi pani beh raha hai"
اس پل کے نیچے کبھی کشتیاں چلا کرتی تھیں,uss pul ke neechay kabhi kashtiyan chala karti thein
اس سرنگ سے گزرو، ابھی روشنی لگائی گئی ہے,"iss surang se guzro, abhi roshni lagai gayi hai"
اس سرنگ میں کبھی ایک قافلہ پھنس گیا تھا,uss surang mein kabhi aik qafila phans gaya tha
اس مجسمے کو دیکھو، ابھی نصب کیا گیا ہے,"iss mujassamay ko dekho, abhi nasab kiya gaya hai"
اس مجسمے کو صدیوں پہلے ایک فنکار نے بنایا تھا,uss mujassamay ko sadiyon pehle aik fankar ne banaya tha
اس گھنٹہ گھر کو دیکھو، ابھی روشن کیا گیا ہے,"iss ghanta ghar ko dekho, abhi roshan kiya gaya hai"
اس گھنٹہ گھر کی گھنٹیاں صدیوں سے بجتی آئی ہیں,uss ghanta ghar ki ghantiyan sadiyon se bajti aai hain
اس نقشے کو دیکھو، ابھی بنایا گیا ہے,"iss naqshay ko dekho, abhi banaya gaya hai"
اس نقشے کو صدیوں پہلے ایک سیاح نے بنایا تھا,uss naqshay ko sadiyon pehle aik sayyah ne banaya tha
اس رسم کو نبھاؤ، ابھی شروع ہوئی ہے گھر میں,"iss rasm ko nibhao, abhi shuru hui hai ghar mein"
اس رسم کو نسلوں سے خاندان نبھاتا آیا ہے,uss rasm ko naslon se khandan nibhata aaya hai
اس روایت کو زندہ رکھو، ابھی شروع ہوئی ہے,"iss riwayat ko zinda rakho, abhi shuru hui hai"
اس روایت کو صدیوں سے قبیلہ نبھاتا آیا ہے,uss riwayat ko sadiyon se qabeela nibhata aaya hai
اس فلسفے پر عمل کرو، ابھی سکھایا گیا ہے,"iss falsafay par amal karo, abhi sikhaya gaya hai"
اس فلسفے پر صدیوں سے لوگ عمل کرتے آئے ہیں,uss falsafay par sadiyon se log amal karte aaye hain
اس موبائل کا چارجر یہاں رکھا ہے، ابھی استعمال ہوا,"iss mobile ka charger yahan rakha hai, abhi istemal hua"
اس موبائل کا چارجر ٹوٹ گیا تھا جو پچھلے مہینے خریدا تھا,uss mobile ka charger toot gaya tha jo pichlay mahinay khareeda tha
اس صندوق کی چابی یہاں سامنے میز پر پڑی ہے,iss sandook ki chaabi yahan samne mez par pari hai
اس صندوق کی چابی کھو گئی تھی جو دادا نے بنوایا تھا,uss sandook ki chaabi kho gayi thi jo dada ne banwaya tha
اس کرسی کا پایا ٹوٹا ہوا ہے، ابھی دیکھو,"iss kursi ka paya toota hua hai, abhi dekho"
اس کرسی کا پایا کئی سال پہلے ٹھیک کرایا تھا,uss kursi ka paya kayi saal pehle theek karaya tha
اس میز نے ابھی جگہ گھیر لی، کمرے میں رکھی ہے,"iss mez ne abhi jagah gher li, kamray mein rakhi hai"
اس میز نے برسوں ہمارا بیٹھک خانہ سجایا تھا,uss mez ne barson hamara baithak khana sajaya tha
اس درزی نے ابھی کپڑے سی دیے، دکان میں موجود ہے,"iss darzi ne abhi kapray see diye, dukan mein mojood hai"
اس درزی نے برسوں پہلے میری شادی کے کپڑے سیے تھے,uss darzi ne barson pehle meri shaadi ke kapray siye thay
اس حلوائی نے ابھی مٹھائی بنائی، دکان پر کھڑا ہے,"iss halwai ne abhi mithai banai, dukan par khara hai"
اس حلوائی نے کئی سال پہلے یہ دکان شروع کی تھی,uss halwai ne kayi saal pehle yeh dukan shuru ki thi
اس باورچی نے ابھی کھانا پکایا، باورچی خانے میں موجود ہے,"iss bawarchi ne abhi khana pakaya, bawarchi khanay mein mojood hai"
اس باورچی نے برسوں پہلے شاہی محل میں کھانا پکایا تھا,uss bawarchi ne barson pehle shahi mahal mein khana pakaya tha
اس ڈرائیور کو ابھی بلا لو، گاڑی کے پاس کھڑا ہے,"iss driver ko abhi bula lo, gaari ke paas khara hai"
اس ڈرائیور کو پچھلے سال نوکری سے نکالا گیا تھا,uss driver ko pichlay saal naukri se nikala gaya tha
اس باغبان کو پانی دینے کو کہو، ابھی باغ میں ہے,"iss baghban ko pani denay ko kaho, abhi bagh mein hai"
اس باغبان نے کئی سال پہلے یہ درخت لگائے تھے,uss baghban ne kayi saal pehle yeh darakht lagaye thay
اس مستری کو بلاؤ، ابھی نل ٹھیک کرنے آیا ہے,"iss mistri ko bulao, abhi nal theek karne aaya hai"
اس مستری نے برسوں پہلے یہ گھر بنایا تھا,uss mistri ne barson pehle yeh ghar banaya tha
اس میکینک کے پاس جاؤ، ابھی گاڑی ٹھیک کر رہا ہے,"iss mechanic ke paas jao, abhi gaari theek kar raha hai"
اس میکینک نے کئی سال پہلے یہ انجن بدلا تھا,uss mechanic ne kayi saal pehle yeh engine badla tha
اس قصاب سے گوشت لو، ابھی دکان کھلی ہے سامنے,"iss qassab se gosht lo, abhi dukan khuli hai samne"
اس قصاب نے برسوں پہلے یہ دکان شروع کی تھی,uss qassab ne barson pehle yeh dukan shuru ki thi
اس دکاندار سے سودا خریدو، ابھی دکان کھولی ہے,"iss dukandar se sauda khareedo, abhi dukan kholi hai"
اس دکاندار نے کئی سال پہلے یہاں دکان رکھی تھی,uss dukandar ne kayi saal pehle yahan dukan rakhi thi
اس کسان کے ساتھ کام کرو، ابھی کھیت میں موجود ہے,"iss kisan ke sath kaam karo, abhi khet mein mojood hai"
اس کسان کے ساتھ برسوں پہلے میں نے بھی کام کیا تھا,uss kisan ke sath barson pehle main ne bhi kaam kiya tha
اس پروفیسر کے ساتھ بیٹھ کر بات کرو، ابھی دفتر میں ہے,"iss professor ke sath baith kar baat karo, abhi daftar mein hai"
اس پروفیسر کے ساتھ کئی سال پہلے ریسرچ کی تھی,uss professor ke sath kayi saal pehle research ki thi
اس ادیب کے بعد یہ کتاب لکھی گئی، ابھی شائع ہوئی ہے,"iss adeeb ke baad yeh kitab likhi gayi, abhi shaya hui hai"
اس ادیب کے بعد ادب کا انداز بدل گیا تھا صدیوں پہلے,uss adeeb ke baad adab ka andaz badal gaya tha sadiyon pehle
اس شاعر کے بعد محفل ختم ہو گئی، ابھی سامنے ہوا ہے,"iss shair ke baad mehfil khatam ho gayi, abhi samne hua hai"
اس شاعر کے بعد شاعری کا رنگ بدل گیا تھا برسوں پہلے,uss shair ke baad shairi ka rang badal gaya tha barson pehle
اس مصلح کے باوجود لوگ نہیں مانے، ابھی تقریر ختم ہوئی ہے,"iss musleh ke bawajood log nahi manay, abhi taqreer khatam hui hai"
اس مصلح کے باوجود معاشرہ نہیں بدلا تھا برسوں تک,uss musleh ke bawajood muashra nahi badla tha barson tak
اس رہنما کے باوجود تحریک کمزور رہی، ابھی جلسہ ہوا ہے,"iss rehnuma ke bawajood tehreek kamzor rahi, abhi jalsa hua hai"
اس رہنما کے باوجود قوم متحد نہیں ہوئی تھی صدیوں پہلے,uss rehnuma ke bawajood qaum muttahid nahi hui thi sadiyon pehle
اس وقت بازار بند تھا، ابھی صبح کی بات ہے,"iss waqt bazar band tha, abhi subah ki baat hai"
اس وقت لوگ خوفزدہ تھے جب زلزلہ آیا تھا,uss waqt log khofzada thay jab zalzala aaya tha
اس لمحے کو محفوظ کرو، ابھی کیمرے میں قید ہوا ہے,"iss lamhay ko mehfooz karo, abhi camera mein qaid hua hai"
اس لمحے کو وہ کبھی نہیں بھولا تھا برسوں تک,uss lamhay ko woh kabhi nahi bhoola tha barson tak
اس دن کا انتظار کرو، ابھی قریب آ رہا ہے,"iss din ka intezar karo, abhi qareeb aa raha hai"
اس دن کو سب یاد رکھتے تھے کئی سال تک,uss din ko sab yaad rakhte thay kayi saal tak
اس رات کو سو جاؤ، ابھی دیر ہو گئی ہے,"iss raat ko so jao, abhi dair ho gayi hai"
اس رات کو طوفان آیا تھا کئی سال پہلے,uss raat ko toofan aaya tha kayi saal pehle
اس مہینے میں چھٹی لو، ابھی کام کم ہے,"iss mahinay mein chutti lo, abhi kaam kam hai"
اس مہینے میں دادا کا انتقال ہوا تھا کئی سال پہلے,uss mahinay mein dada ka inteqal hua tha kayi saal pehle
اس سال کا منصوبہ بناؤ، ابھی شروعات ہے,"iss saal ka mansooba banao, abhi shuruaat hai"
اس سال زلزلہ آیا تھا جو سب کو یاد ہے,uss saal zalzala aaya tha jo sab ko yaad hai
اس صدی میں ٹیکنالوجی بہت بڑھ گئی، ابھی واضح ہے,"iss sadi mein technology bohat barh gayi, abhi wazeh hai"
اس صدی میں بادشاہت کا خاتمہ ہوا تھا برسوں پہلے,uss sadi mein badshahat ka khatma hua tha barson pehle
اس دور میں سب کچھ بدل گیا ہے، ابھی محسوس کرو,"iss daur mein sab kuch badal gaya hai, abhi mehsoos karo"
اس دور میں لوگ پیدل سفر کیا کرتے تھے صدیوں پہلے,uss daur mein log paidal safar kiya karte thay sadiyon pehle
اس زمانے کی باتیں سنو، ابھی دادی نے شروع کی ہیں,"iss zamanay ki baatein suno, abhi dadi ne shuru ki hain"
اس زمانے میں چیزیں سستی ہوا کرتی تھیں برسوں پہلے,uss zamanay mein cheezein sasti hua karti thein barson pehle
اس کھڑکی کو بند کرو، ابھی ہوا تیز آ رہی ہے,"iss khirki ko band karo, abhi hawa tez aa rahi hai"
اس کھڑکی سے کبھی دادا باہر دیکھا کرتے تھے بچپن میں,uss khirki se kabhi dada bahar dekha karte thay bachpan mein
اس دیوار پر تصویر لگاؤ، ابھی خالی نظر آتی ہے,"iss deewar par tasveer lagao, abhi khali nazar aati hai"
اس دیوار پر برسوں پہلے ایک پرانا نقش بنا تھا,uss deewar par barson pehle aik purana naqsh bana tha
اس چھری سے سبزی کاٹو، ابھی تیز کی ہے,"iss chhuri se sabzi kato, abhi tez ki hai"
اس چھری سے کبھی نانا گوشت کاٹا کرتے تھے,uss chhuri se kabhi nana gosht kata karte thay
اس بستر پر آرام کرو، ابھی صاف کیا ہے,"iss bistar par aram karo, abhi saaf kiya hai"
اس بستر پر دادی نے ساری زندگی گزاری تھی,uss bistar par dadi ne sari zindagi guzari thi
اس الماری میں کپڑے رکھو، ابھی خالی کی ہے,"iss almari mein kapray rakho, abhi khali ki hai"
اس الماری میں پرانی چیزیں پڑی تھیں برسوں سے,uss almari mein purani cheezein pari thein barson se
اس صندوقچی میں زیور رکھو، ابھی نئی خریدی ہے,"iss sandooqchi mein zewar rakho, abhi nai khareedi hai"
اس صندوقچی میں نانی کے زیور پڑے تھے کئی سال سے,uss sandooqchi mein nani ke zewar paray thay kayi saal se
اس بوتل میں پانی بھرو، ابھی خالی ہے,"iss botal mein pani bharo, abhi khali hai"
اس بوتل میں کبھی شربت رکھا جاتا تھا برسوں پہلے,uss botal mein kabhi sharbat rakha jata tha barson pehle
اس ٹوکری میں پھل رکھو، ابھی بازار سے آئی ہے,"iss tokri mein phal rakho, abhi bazar se aai hai"
اس ٹوکری میں اناج رکھا جاتا تھا برسوں پہلے گاؤں میں,uss tokri mein anaj rakha jata tha barson pehle gaon mein
اس چارپائی پر بیٹھو، ابھی صحن میں ڈالی ہے,"iss charpai par baitho, abhi sehan mein dali hai"
اس چارپائی پر دادا گرمیوں میں سویا کرتے تھے,uss charpai par dada garmiyon mein soya karte thay
اس انجن کو چیک کرو، ابھی گاڑی میں لگا ہے,"iss engine ko check karo, abhi gaari mein laga hai"
اس انجن کو کئی سال پہلے بدلا گیا تھا,uss engine ko kayi saal pehle badla gaya tha
اس پنکھے کو چلاؤ، ابھی گرمی بہت ہے یہاں,"iss pankhay ko chalao, abhi garmi bohat hai yahan"
اس پنکھے کو دادا نے برسوں پہلے خریدا تھا,uss pankhay ko dada ne barson pehle khareeda tha
اس چولہے پر کھانا پکاؤ، ابھی صاف کیا ہے,"iss choolhay par khana pakao, abhi saaf kiya hai"
اس چولہے پر نانی برسوں روٹیاں پکاتی رہیں,uss choolhay par nani barson rotiyan pakati rahein
اس برف کو پانی میں ڈالو، ابھی جمی ہے,"iss baraf ko pani mein dalo, abhi jami hai"
اس برف نے کئی سال پہلے پورا گاؤں ڈھانپ لیا تھا,uss baraf ne kayi saal pehle poora gaon dhanp liya tha
